XXXCode barre;Code compact;Catalogue;Page;Libelle produit;Modele;Code piece;Code couleur;Couleur it;Couleur en
XXX;;;;;;;;;
XXX;ATTENTION au format des colonnes !;;;;;;;;
XXX;Avant toute edition, changer les formats des colonnes suivantes :;;;;;;;;
XXX;Code Barre :;; numerique sans decimales;;;;;;
XXX;Code Couleur :;;" numerique format ""000""";;;;;;
XXX;;;;;;;;;
8050846060937;HLESAG01-ECS07-026; O bag spring 19;26; Manichetto piatto + clip;HLESAG01;ECS07;26;cobalto;cobalt blue
8050846060999;HLESAG01-ECS07-078; O bag spring 19;26; Manichetto piatto + clip;HLESAG01;ECS07;78;sabbia;sand
8050846061019;HLESAG01-ECS07-048; O bag spring 19;26; Manichetto piatto + clip;HLESAG01;ECS07;48;mattone;brick
8050846060951;HLESAG01-ECS07-224; O bag spring 19;26; Manichetto piatto + clip;HLESAG01;ECS07;224;verde inglese;english green
8050846060944;HLESAG01-ECS07-486; O bag spring 19;26; Manichetto piatto + clip;HLESAG01;ECS07;486;pink;pink
8050846061026;HLESAG01-ECS07-589; O bag spring 19;26; Manichetto piatto + clip;HLESAG01;ECS07;589;lily grey;lily grey
8050846060968;HLESAG01-ECS07-587; O bag spring 19;26; Manichetto piatto + clip;HLESAG01;ECS07;587;celery green;celery green
8050846060975;HLESAG01-ECS07-588; O bag spring 19;26; Manichetto piatto + clip;HLESAG01;ECS07;588;orchidea;orchid
CodeBarre;HLESGC00-ECS04-026; O bag spring 19;27; Manico corto plexiglass;HLESGC00;ECS04;26;cobalto;cobalt blue
CodeBarre;HLESGC00-ECS04-183; O bag spring 19;27; Manico corto plexiglass;HLESGC00;ECS04;183;viola;violet
CodeBarre;HLESGC00-ECS04-017; O bag spring 19;27; Manico corto plexiglass;HLESGC00;ECS04;17;blu navy;blu navy
CodeBarre;HLESGC00-ECS04-038; O bag spring 19;27; Manico corto plexiglass;HLESGC00;ECS04;38;grafite;graphite
CodeBarre;HLESGC00-ECS04-135; O bag spring 19;27; Manico corto plexiglass;HLESGC00;ECS04;135;peltro;peltro
CodeBarre;HLESGC00-PLS14-055; O bag spring 19;27; Manico corto plexiglass;HLESGC00;PLS14;55;nero;black
CodeBarre;HLESGC00-PLS14-564; O bag spring 19;27; Manico corto plexiglass;HLESGC00;PLS14;564;tartarugato;tortoise
8050846029132;HLESGC00-PLS00-017; O bag spring 19;27; Manico corto plexiglass;HLESGC00;PLS00;17;blu navy;blue navy
8050846066915;HLESGC00-PLS00-026; O bag spring 19;27; Manico corto plexiglass;HLESGC00;PLS00;26;cobalto;cobalt blue
8050846061125;HLESGC00-PLS00-088; O bag spring 19;27; Manico corto plexiglass;HLESGC00;PLS00;88;turchese;turquoise
