XXXCode barre;Code compact;Catalogue;Page;Libelle produit;Modele;Code piece;Code couleur;Couleur it;Couleur en;
XXX
XXX;ATTENTION au format des colonnes !
XXX;Avant toute edition, changer les formats des colonnes suivantes :
XXX;Code Barre :;; numerique sans decimales
XXX;Code Couleur :;; numerique format "000"
XXX
CodeBarre;OBAGB047-EVS00-224; O bag summer '19;24; scocca O bag queen eva;OBAGB047;EVS00;224;verde inglese;english green;
CodeBarre;OBAGB047-EVS00-371; O bag summer '19;24; scocca O bag queen eva;OBAGB047;EVS00;371;latte;milk;
CodeBarre;OBAGB047-EVS00-602; O bag summer '19;24; scocca O bag queen eva;OBAGB047;EVS00;602;viola scuro;dark purple;
CodeBarre;OBAGB047-EVS00-588; O bag summer '19;24; scocca O bag queen eva;OBAGB047;EVS00;588;orchidea;orchid;
CodeBarre;OBAGB047-EVS00-589; O bag summer '19;24; scocca O bag queen eva;OBAGB047;EVS00;589;lily grey;lily grey;
CodeBarre;OBAGB048-EVS00-017; O bag summer '19;25; scocca O bag sheen eva;OBAGB048;EVS00;017;blu navy;navy blue;
CodeBarre;OBAGB048-EVS00-088; O bag summer '19;25; scocca O bag sheen eva;OBAGB048;EVS00;088;turchese;turquoise;
CodeBarre;OBAGB048-EVS00-026; O bag summer '19;25; scocca O bag sheen eva;OBAGB048;EVS00;026;cobalto;cobalt;
CodeBarre;OBAGB048-EVS00-371; O bag summer '19;25; scocca O bag sheen eva;OBAGB048;EVS00;371;latte;milk;
CodeBarre;OBAGB048-EVS00-055; O bag summer '19;25; scocca O bag sheen eva;OBAGB048;EVS00;055;nero;black;
CodeBarre;OBAGB048-EVS00-422; O bag summer '19;25; scocca O bag sheen eva;OBAGB048;EVS00;422;sangria;sangria;
CodeBarre;OBAGB048-EVS00-587; O bag summer '19;25; scocca O bag sheen eva;OBAGB048;EVS00;587;celery green;celery green;
CodeBarre;OBAGB048-EVS00-588; O bag summer '19;25; scocca O bag sheen eva;OBAGB048;EVS00;588;orchidea;orchid;
CodeBarre;OBAGB206-EVS00-048; O bag summer '19;26; scocca sotto O pocket eva;OBAGB206;EVS00;048;mattone;brick;
CodeBarre;OBAGB206-EVS00-026; O bag summer '19;26; scocca sotto O pocket eva;OBAGB206;EVS00;026;cobalto;cobalt;
CodeBarre;OBAGB206-EVS00-038; O bag summer '19;26; scocca sotto O pocket eva;OBAGB206;EVS00;038;grafite;graphite;
CodeBarre;OBAGB206-EVS00-075; O bag summer '19;26; scocca sotto O pocket eva;OBAGB206;EVS00;075;rosa smoke;smoke pink;
CodeBarre;OBAGB206-EVS00-158; O bag summer '19;26; scocca sotto O pocket eva;OBAGB206;EVS00;158;vulcano;volcano;
CodeBarre;OBAGB206-EVS00-224; O bag summer '19;26; scocca sotto O pocket eva;OBAGB206;EVS00;224;verde inglese;english green;
CodeBarre;OBAGB206-EVS00-119; O bag summer '19;26; scocca sotto O pocket eva;OBAGB206;EVS00;119;fragola;strawberry;
