XXXCode barre;Code compact;Catalogue;Page;Libelle produit;Modele;Code piece;Code couleur;Couleur it;Couleur en;
XXX
XXX;ATTENTION au format des colonnes !
XXX;Avant toute edition, changer les formats des colonnes suivantes :
XXX;Code Barre :;; numerique sans decimales
XXX;Code Couleur :;; numerique format "000"
XXX
CodeBarre;OBAGPM50-TES20-078; O bag summer '19;22; pattina con manichetto;OBAGPM50;TES20;078;sabbia;sand;
CodeBarre;OBAGPM50-TES20-183; O bag summer '19;22; pattina con manichetto;OBAGPM50;TES20;183;viola;violet;
CodeBarre;OBAGPM50-TES20-600; O bag summer '19;22; pattina con manichetto;OBAGPM50;TES20;600;cipria metal;pink metal;
CodeBarre;ACCEPN44-TES20-003; O bag summer '19;26; accessorio pochette new;ACCEPN44;TES20;003;arancione;orange;
CodeBarre;ACCEPN44-TES20-044; O bag summer '19;26; accessorio pochette new;ACCEPN44;TES20;044;lime;lime;
CodeBarre;ACCEPN44-TES20-008; O bag summer '19;26; accessorio pochette new;ACCEPN44;TES20;008;bianco;white;
CodeBarre;ACCEPN44-TES20-055; O bag summer '19;26; accessorio pochette new;ACCEPN44;TES20;055;nero;black;
CodeBarre;ACCEPN44-TES20-026; O bag summer '19;26; accessorio pochette new;ACCEPN44;TES20;026;cobalto;cobalt;
CodeBarre;ACCEPN44-TES20-078; O bag summer '19;26; accessorio pochette new;ACCEPN44;TES20;078;sabbia;sand;
CodeBarre;ACCEPN44-TES20-183; O bag summer '19;26; accessorio pochette new;ACCEPN44;TES20;183;viola;violet;
CodeBarre;ACCEPN44-TES20-600; O bag summer '19;26; accessorio pochette new;ACCEPN44;TES20;600;cipria metal;pink metal;
CodeBarre;ACCEP004-TES20-003; O bag summer '19;27; accessori pochette a busta;ACCEP004;TES20;003;arancione;orange;
CodeBarre;ACCEP004-TES20-044; O bag summer '19;27; accessori pochette a busta;ACCEP004;TES20;044;lime;lime;
CodeBarre;ACCEP004-TES20-008; O bag summer '19;27; accessori pochette a busta;ACCEP004;TES20;008;bianco;white;
CodeBarre;ACCEP004-TES20-055; O bag summer '19;27; accessori pochette a busta;ACCEP004;TES20;055;nero;black;
CodeBarre;ACCEP004-TES20-026; O bag summer '19;27; accessori pochette a busta;ACCEP004;TES20;026;cobalto;cobalt;
CodeBarre;ACCEP004-TES20-078; O bag summer '19;27; accessori pochette a busta;ACCEP004;TES20;078;sabbia;sand;
CodeBarre;ACCEP004-TES20-183; O bag summer '19;27; accessori pochette a busta;ACCEP004;TES20;183;viola;violet;
CodeBarre;ACCEP004-TES20-600; O bag summer '19;27; accessori pochette a busta;ACCEP004;TES20;600;cipria metal;pink metal;
CodeBarre;WLLTC101-ECSC2-003; O bag summer '19;30; portafoglio completo con;WLLTC101;ECSC2;003;arancione;orange;
CodeBarre;WLLTC101-ECSC2-044; O bag summer '19;30; portafoglio completo con;WLLTC101;ECSC2;044;lime;lime;
CodeBarre;WLLTC101-ECSC2-008; O bag summer '19;30; portafoglio completo con;WLLTC101;ECSC2;008;bianco;white;
CodeBarre;WLLTC101-ECSC2-055; O bag summer '19;30; portafoglio completo con;WLLTC101;ECSC2;055;nero;black;
CodeBarre;WLLTC101-ECSC2-026; O bag summer '19;30; portafoglio completo con;WLLTC101;ECSC2;026;cobalto;cobalt;
CodeBarre;WLLTC101-ECSC2-078; O bag summer '19;30; portafoglio completo con;WLLTC101;ECSC2;078;sabbia;sand;
CodeBarre;WLLTC101-ECSC2-183; O bag summer '19;30; portafoglio completo con;WLLTC101;ECSC2;183;viola;violet;
CodeBarre;WLLTC101-ECSC2-600; O bag summer '19;30; portafoglio completo con;WLLTC101;ECSC2;600;cipria metal;pink metal;
